company_name,s1_filings_count
Broad Capital Acquisition Corp,1
"CFSB Bancorp, Inc. /MA/",1
"GreenCell, Inc",1
JPX Global Inc.,1
"Deer Consumer Products, Inc.",1
NEXTEL INTERNATIONAL URUGUAY INC,1
EFC BANCORP INC,1
"LifeStance Health Group, Inc.",1
Spirits Capital Corp,1
VALOR TELECOMMUNICATIONS OF TEXAS LP d/b/a WINDSTREAM COMMUNICATIONS SOUTHWEST,1
DNA Testing Centers Corp,1
"Cambridge Display Technology, Inc.",1
"Lone Peak Hospital, Inc.",1
REPEATER TECHNOLOGIES INC,1
SIRF TECHNOLOGY INC,1
Automated Financial Systems CORP,1
"IGM Biosciences, Inc.",1
FIERCE WOMBAT GAMES INC.,1
STATIA TERMINALS GROUP NV,1
Navitas International CORP,1
CRESCENDO PHARMACEUTICALS CORP,1
MEGA MINERALS INC,1
BMJ MEDICAL MANAGEMENT INC,1
MITOKOR,1
CRISPR Therapeutics AG,1
Arcis Resources Corp,1
TECHIES COM INC,1
MIDSOUTH BANCORP INC,1
Duncan Energy Partners L.P.,1
Apollo Strategic Growth Capital II,1
ALR TECHNOLOGIES INC.,1
BLACK HAWK EXPLORATION,1
MAINSPRING INC,1
Insight Management Corp,1
Solar Funding Solutions Corp.,1
"Healthcare Solutions Management Group, Inc.",1
"Purple Communications, Inc.",1
FORECROSS CORP,1
SKYLINER LLC,1
"ENERGY & POWER SOLUTIONS, INC.",1
"CyDex Pharmaceuticals, Inc.",1
RIG FINANCE LTD.,1
"Borderfree, Inc.",1
"Advanced Disposal Services, Inc.",1
"WEI PAI ELECTRONIC COMMERCE CO., LTD.",1
LEISURE TIME CASINOS & RESORTS INC,1
NUMERICAL TECHNOLOGIES INC,1
CHEMOKINE THERAPEUTICS CORP,1
Toppoint Holdings Inc.,1
A 55 INC,1
Black Dragon Acquisition Corp. I,1
FUTURE INTERNATIONAL GROUP CORP.,1
INTERNATIONAL INTEGRATION INC,1
"Vitro Biopharma, Inc.",1
APPFOLIO INC,1
VENTURE CAPITAL COM INC,1
"Clear Secure, Inc.",1
COHR Inc.,1
CROWN AUTO HOLDINGS INC.,1
"Allbirds, Inc.",1
Williams Rowland Acquisition Corp.,1
Artius II Acquisition Inc.,1
"Evergreen-Agra Global Investments, Inc.",1
LINKSHARE CORP,1
"HilleVax, Inc.",1
SAXTON INC,1
"Atlas Growth Partners, L.P.",1
Regnum Corp.,1
CAREERBUILDER INC,1
"Blox, Inc.",1
HUYCK LTD UNITED KINGDOM,1
"Synutra International, Inc.",1
"LIVEWORLD, INC.",1
DALTON CORP ASHLAND MANUFACTURING FACILITY,1
"LINKBANCORP, Inc.",1
"KINGSTONE COMPANIES, INC.",1
Replay Acquisition LLC,1
RIVIERA HOLDINGS CORP,1
Paramount Gold Nevada Corp.,1
CAPSTAR BROADCASTING PARTNERS INC,1
"MeridianLink, Inc.",1
Origin Investment Corp I,1
"RoomStore, Inc.",1
NEXTEL INTERNATIONAL SERVICES LTD,1
Good Commerce Acquisition Corp,1
Nebula Acquisition Corp,1
"Loews Newark Cinemas, Inc.",1
PROCENTURY CORP,1
"North Florida Immediate Care Center, Inc.",1
"Premier, Inc.",1
"China BCT Pharmacy Group, Inc.",1
"VARIOUS, INC.",1
"InfoHighway of Virginia, Inc.",1
Coliseum Acquisition Corp.,1
WILLIAM LYON HOMES INC,1
BRAKE HEADQUARTERS U S A INC,1
PLAYTIME GAMING INC.,1
Collective Growth Corp,1
Varolii CORP,1
Piermont Valley Acquisition Corp,1
FNBH BANCORP INC,1
CUTANEA LIFE SCIENCES INC,1
"LEAF Equipment Leasing Income Fund III, L.P.",1
"Viastar Services, LP",1
CERNER DHT INC,1
OSIRIS THERAPEUTICS INC,1
Elements Ventures Group Inc.,1
BERKELEY ALUMINUM INC,1
ANTEON INTERNATIONAL CORP,1
"SQN AIF IV, L.P.",1
NeuroPace Inc,1
"Techpoint, Inc.",1
"Ritz Interactive, Inc.",1
"Adicet Bio, Inc.",1
"W2007 Arizona Charlie's Gen-Par, L.L.C.",1
"RJS Development, Inc.",1
TRICO MARINE SERVICES INC,1
"FMC GlobalSat Holdings, Inc.",1
"MetroCorp Bancshares, Inc.",1
NP Gold Rush LLC,1
"NEW AIR, INC.",1
FIRST SECURITY AUTO GRANTOR TRUST 1997-A,1
"Northern Virginia Community Hospital, LLC",1
FREEI NETWORKS INC,1
Denali Therapeutics Inc.,1
"Tupper, Inc.",1
BIOQUEST CORP.,1
SEER SIGNS & GRAPHICS INC.,1
"MA Managed Futures Fund, LP",1
"Porter Holding International, Inc.",1
BHC INTERMOUNTAIN HOSPITAL INC,1
"Galen Property, LLC",1
"Innerlight Holdings, Inc.",1
IMMUNICON CORP,1
"United Benefits & Pension Services, Inc.",1
Midnight Gaming Corp,1
ALGOS PHARMACEUTICAL CORP,1
BLACKBOARD INC,1
"Bridgeline Digital, Inc.",1
YIELDSTREET ALTNOTES LLC,1
Blue Bird Corp,1
RIVERSIDE HOSPITAL INC,1
MADE2MANAGE SYSTEMS INC,1
"Lyft, Inc.",1
Discovery Oil & Gas Inc.,1
BHC FOX RUN HOSPITAL INC,1
PetroGas Co,1
UNITED OILFIELD SERVICES INC,1
PSF HOLDINGS LLC,1
FIRST SECURITYFED FINANCIAL CORP,1
Antiaging Quantum Living Inc.,1
HOLMES FUNDING LTD,1
IL FORNAIO AMERICA CORP,1
HORIZON NATURAL RESOURCES HOLDING CO LLC,1
FIRST DATA CORP,1
ELDORADO BANCSHARES INC,1
SC SP 2 LLC,1
Beneficial Mutual Bancorp Inc,1
Altabancorp,1
CROPMATE CO,1
Lonestar Resources US Inc.,1
GETTHERE INC,1
SUN COMMUNITY BANCORP LTD,1
ACTUATE CORP,1
Acri Capital Acquisition Corp,1
"WINDOWS & WALLS UNLIMITED, INC.",1
Northern Wind Energy Corp.,1
"TERRAFORM GLOBAL, INC.",1
REQUISITE TECHNOLOGY INC /CO,1
HF FINANCIAL CORP,1
"Largo Medical Center, Inc.",1
"PERFORMANCE SPORTS BRANDS, INC.",1
BURST COM INC,1
LATITUDE COMMUNICATIONS INC,1
"Capital Financial Holdings, Inc",1
Metaverse Acquisition Corp,1
NEMA Beverage Holding CORP,1
CHINA NORTH EAST PETROLEUM HOLDINGS LTD,1
"JUPITER NEUROSCIENCES, INC.",1
"Stanley, Inc.",1
"Autonomix Medical, Inc.",1
Hennessy Capital Investment Corp. VI,1
STRATOS INTERNATIONAL INC,1
"Midwest Division - RBH, LLC",1
Aces Wired Inc,1
PEROT SYSTEMS CORP,1
"nycaMedia, Inc.",1
Inception Growth Acquisition Ltd,1
CHINA EMEDIA HOLDINGS Corp,1
"Shiner International, Inc.",1
Delaware Pipeline Co LLC,1
AMICO GAMES CORP.,1
LightBeam Electric Co,1
"Inner City Ventures, Inc.",1
UTA Acquisition Corp,1
"Nalco PWS, Inc.",1
"Wolverine Bancorp, Inc.",1
EnzymeBioSystems/Old,1
United Services Management CORP,1
ARGO CAPITAL TRUST CO,1
"ARAMARK WTC, LLC",1
Haymaker Acquisition Corp. 4,1
Papa Medical Inc.,1
HANCOCK FABRICS INC,1
KENAN ADVANTAGE GROUP INC,1
Gateway Pacific Bancorp,1
ERO CANADA INC,1
Aquarius Cannabis Inc. /NV/,1
Toledo Refining Co LLC,1
Sipup Corp,1
Anchor CNGo,1
PARADIGM4 INC,1
Lakeshore Acquisition II Corp.,1
"Burger King Worldwide, Inc.",1
SteadyMed Ltd.,1
HUNTER GROUP INC,1
POZEN INC /NC,1
XG SCIENCES INC,1
"iChow, Inc.",1
PAE Inc,1
"LONG ONLY COMMODITY SERIES, a series of The Frontier Fund",1
Category Leader Partner Corp 1,1
SIGA TECHNOLOGIES INC,1
"Personalis, Inc.",1
NP Durango LLC,1
CYBERONICS INC,1
AHS LOUISIANA HOLDINGS INC,1
ENSCO GLOBAL GMBH,1
LIFECODES CORPORATION,1
Huahui Education Group Ltd,1
ESPERION THERAPEUTICS INC/MI,1
National Energy Resources Acquisition CO,1
Tavia Acquisition Corp.,1
TechyBird Acquisition Corp.,1
AT&T LATIN AMERICA CORP,1
"SECURITY SOLUTIONS GROUP, INC.",1
"diaDexus, Inc. (pre-merger)",1
"TC Bancshares, Inc.",1
SKYNET HOLDINGS INC,1
Alussa Energy Acquisition Corp.,1
ARBINET HOLDINGS INC,1
TRIUMPH FUELS CORP,1
"Contineum Therapeutics, Inc.",1
Jaguar Global Growth Corp I,1
Ledger Acquisition Co,1
GEOTAG INC.,1
HUYCK ARGENTINA SOCIEDAD ANONIMA,1
Enox Biopharma Inc,1
Go Green Global Technologies Corp.,1
WEBSTATION COM INC,1
INTERPOOL LTD,1
Superfund Gold World Equity Fund,1
"BIRDBILL, INC.",1
VictoryShares Hashdex Nasdaq Crypto Index ETF,1
"PANACOS PHARMACEUTICALS, INC.",1
TSI FINANCE INC,1
"FS Bancorp, Inc.",1
"Cape Fear Mobile Imaging, LLC",1
G&P Acquisition Corp.,1
"Arlo Technologies, Inc.",1
"Electromed, Inc.",1
EJF Acquisition Corp.,1
"WhiteSmoke, Inc.",1
"Integrated Cannabis Solutions, Inc.",1
JUPITER COMMUNICATIONS INC,1
NP LML LLC,1
"FLEX FUEL TECHNOLOGIES, INC.",1
"Riviera Resources, Inc.",1
Trinseo PLC,1
MACNEAL MANAGEMENT SERVICES INC,1
COMMONWEALTH ANNUITY & LIFE INSURANCE Co,1
ONESOFT CORP,1
Dynamic Hydrocarbons Ltd.,1
IASIAWORKS INC,1
"BRIGHAM CITY COMMUNITY HOSPITAL, INC.",1
NORTH AMERICAN ROYALTY CORP.,1
FURNISHINGS INTERNATIONAL INC,1
"PACIFIC BIOSCIENCES OF CALIFORNIA, INC.",1
ORTHOPEDIATRICS CORP,1
"MEDICAN ENTERPRISES, INC.",1
"DROPBOX, INC.",1
WESTERN ACCESS SERVICES OF OKLAHOMA LLC,1
"Neuraxis, INC",1
TALITY CORP,1
DAEGIS INC.,1
CIAO GROUP INC.,1
"Dolgen II, Inc.",1
KC DISTANCE LEARNING INC,1
CF Acquisition Corp. V,1
FAST Acquisition Corp.,1
INAMED CORP,1
TGS International Ltd.,1
DRAGON SYSTEMS INC,1
Alpha One Inc.,1
"OPIANT PHARMACEUTICALS, INC.",1
"NET TALK.COM, INC.",1
ICX TECHNOLOGIES INC,1
"ZARS Pharma, Inc.",1
ABC FAMILY WORLDWIDE INC,1
SafeNet Holding Corp,1
VanEck SolidX Bitcoin Trust,1
Rocket Internet Growth Opportunities Corp.,1
OXBRIDGE RE HOLDINGS Ltd,1
MEDLEY.COM Inc,1
California Resources Corp,1
"CHCA Woman's Hospital, L.P.",1
PHOENIX COLOR CORP,1
Portlogic Systems Inc.,1
KOLLTAN PHARMACEUTICALS INC,1
"ForgeRock, Inc.",1
OCEN COMMUNICATIONS INC,1
HYPERERA INC,1
"Pioneer Bancorp, Inc./MD",1
"GENTECH HOLDINGS, INC.",1
"ADVANCED CONTAINER TECHNOLOGIES, INC.",1
METLIFE CAPITAL TRUST I,1
"SELECT BANCORP, INC.",1
AGENCY COM LTD,1
LMI HOLDINGS INC,1
Torrid Holdings Inc.,1
National Energy Services Reunited Corp.,1
Global Secure Corp.,1
"FUQI INTERNATIONAL, INC.",1
FIRST BANCORP OF INDIANA INC,1
CELERIS CORP,1
First Advantage Bancorp,1
DAVIDS BRIDAL INC,1
HOT MOM INTERNATIONAL INC.,1
PLANVISTA CORP,1
iShares Bitcoin Trust ETF,1
"Loews Montgomery Cinemas, Inc.",1
"Discovery Ridge Resources, Inc.",1
Israeli Historical Sight Seeing Co.,1
COLEMAN NATURAL PRODUCTS INC,1
ORTHOMETRIX  INC,1
NGM BIOPHARMACEUTICALS INC,1
PRO NUTRISOURCE INC.,1
MIXSON CORP /DE/,1
Atlas Resources Public #18-2009 (C) L.P.,1
L Catterton Asia Acquisition Corp,1
Algae Resource Holdings Inc.,1
"Mens Company, Inc.",1
"Select Interior Concepts, Inc.",1
"COMSCORE, INC.",1
ENSCO OCEANICS Co LLC,1
"ProSight Global, Inc.",1
"NewHydrogen, Inc.",1
"Retreat Hospital, LLC",1
VIKASA SPAC Series I Acquisition Corp.,1
BLUE SKY COMMUNICATIONS INC,1
CAPROCK COMMUNICATIONS CORP,1
PETROLEUM INTERNATIONAL PTE. LTD.,1
MMCA AUTO OWNER TRUST 2003-1,1
PRIME BANCSHARES INC /TX/,1
KIDPIK CORP.,1
FRONTERA GROUP INC.,1
BrewBilt Brewing Co,1
"Fairview Park, Limited Partnership",1
JPM XF Physical Copper Trust,1
TRIPWIRE INC,1
MINING TECHNOLOGIES INC,1
MERU NETWORKS INC,1
"Eastern Concrete Materials, Inc.",1
LOUISIANA FOOD Co,1
"ATEL 12, LLC",1
"Windstream Kerrville Long Distance, LLC",1
LXN CORP,1
"GLOBAL ALPHABET, INC.",1
G Squared Ascend I Inc.,1
Silvergate Capital Corp,1
"ECB Bancorp, Inc. /MD/",1
Energy Cloud I Acquisition Corp,1
CRITERION ATLANTIC PROPERTY INC,1
Managed Emerging Markets Trust,1
JPS INDUSTRIES INC,1
Horizon Lines Holding Corp.,1
MASADA SECURITY HOLDINGS INC,1
SAVILLE SYSTEMS PLC,1
"Xfuels, Inc.",1
Board Chemistry INC,1
"MediaShift, Inc.",1
PROTOCOL COMMUNICATIONS INC,1
OFFICIAL PAYMENTS CORP,1
"IDS Group, Inc.",1
TSI TELECOMMUNICATION NETWORK SERVICES INC,1
Gameverse Interactive Corp,1
RSTAR CORP,1
"SOUTH PLAINS FINANCIAL, INC.",1
Houston Refining LP,1
ColorStars Group,1
"HEALTHEQUITY, INC.",1
"FASTCUPID, INC.",1
EAGLE SUPPLY GROUP INC,1
SOUTH STREET FINANCIAL CORP,1
RADIOLOGIX INC,1
GLEN BURNIE BANCORP,1
ENTRUST INC,1
"REFLECT SCIENTIFIC, INC.",1
"Loews Bristol Cinemas, Inc.",1
Silver Crest Acquisition Corp,1
Lionheart III Corp,1
Calgon CORP,1
PLASTER CASTER INC.,1
RF Acquisition Corp.,1
DIVERSIFIED MULTI-ADVISOR FUTURES FUND L.P. II,1
"Lease Equity Appreciation Fund II, L.P.",1
ELECTROPHARMACOLOGY INC,1
Commercial Equity Investments LLC,1
Metro Media Holding Corp,1
"HNO International, Inc.",1
FIRST ALLIANCE MORTGAGE CO /DE/,1
BHC OF INDIANA GENERAL PARTNERSHIP,1
INTERSPEED INC,1
Atlas Resources Public #17-2008 (B) L.P.,1
RF Acquisition Corp II,1
MIDDLEFIELD BANC CORP,1
Uni-Pixel,1
DATA ARCHIVES SERVICES OF MIAMI INC,1
LSEB Creative Corp.,1
Levere Holdings Corp.,1
YELLOWBRIX INC,1
"COMMONWEALTH REALTY PARTNERS, INC.",1
"Bluestem Brands, Inc.",1
Ronn Motor Group Inc.,1
11 GOOD ENERGY INC,1
"Neumora Therapeutics, Inc.",1
AETNA INDUSTRIES INC,1
OCEANIC EXPLORATION CO,1
LINEO INC,1
SUN APPAREL INC,1
Hicks Acquisition CO I Inc.,1
"Nalco Energy Services Middle East Holdings, Inc.",1
EMBARK COM INC,1
"Root, Inc.",1
PORTOLA PACKAGING INC,1
"Squarespace, Inc.",1
ARGONAUT TECHNOLOGIES INC,1
OXFORD TECHNOLOGIES INC,1
"Caribou Coffee Company, Inc.",1
CYBEX INTERNATIONAL INC,1
Kadem Sustainable Impact Corp,1
PRAEGITZER INDUSTRIES INC,1
SYNRGY CORP.,1
MIDWEST BANC HOLDINGS INC,1
Atlas Resources Public #19-2010 Program,1
K&F INDUSTRIES INC,1
SOURCECORP INC,1
TRANSCORE HOLDINGS INC,1
SNAKE RIVER CHEMICALS INC,1
ONVIA INC,1
CRUM & FORSTER HOLDINGS INC,1
LAS VEGAS GAMING INC,1
"TerraVia Holdings, Inc.",1
Thoughtful Media Group Inc.,1
E PROFILE INC,1
VERTRUE INC,1
Decarbonization Plus Acquisition Corp II,1
Phenomix CORP,1
China Xingbang Industry Group Inc.,1
Neo Technology Acquisition Corp,1
COMSTAR TELECOM & WIRELESS INC,1
RADIO SURGERY CENTERS INC,1
Quinzel Acquisition Co,1
NBC INTERNET INC,1
"Asana, Inc.",1
APOLLON INC,1
GARDEN FRESH RESTAURANT CORP /DE/,1
Alberta Investments Inc.,1
MB FINANCIAL CAPITAL TRUST I,1
"Mota Group, Inc.",1
Progress Acquisition Corp.,1
Aldel Financial II Inc.,1
Change Healthcare Inc.,1
SKYDECK ACQUISITION CORP.,1
HUYCK LICENSCO INC,1
"Royal Bakery Holdings, Inc.",1
ESSENTIAL GROUP INC,1
NII FUNDING CORP,1
"WCF Bancorp, Inc.",1
SHONGHOYA INTERNATIONAL GROUP INC.,1
"InterMetro Communications, Inc.",1
"Prometheus Biosciences, Inc.",1
POWER MEASUREMENT INC,1
"SEA-Tiger, Inc.",1
IQ PHYSICAL DIAMOND TRUST,1
MID-VOL LEASING INC,1
ENERGY EDGE TECHNOLOGIES CORP.,1
"GigCapital6, Inc.",1
"Axonics, Inc.",1
Crane Harbor Acquisition Corp.,1
ORGANIC INC,1
Care.com Inc,1
"Cypress Environmental Partners, L.P.",1
"Star Theatres of Michigan, Inc.",1
CEA Space Partners I Corp.,1
"Gordon Biersch Brewery Restaurant Group, Inc.",1
Mercalot Inc.,1
TruCom Corp,1
STREAMRAY INC.,1
"Station Development, LLC",1
"Boaz Energy II, LLC",1
"Exponential Interactive, Inc.",1
MILESTONE HEALTHCARE INC,1
BASSCO VALLEY LLC,1
UNIVERSAL INFOTAINMENT SYSTEMS CORP,1
MIDDLEBURG FINANCIAL CORP,1
Lazuriton Nano Biotechnology (U.S.A.) Inc.,1
"Container Store Group, Inc.",1
ACC CONSUMER FINANCE CORP,1
SC SP Holdco LLC,1
Minerva Gold Inc.,1
"DELSITE, INC.",1
"NEW AFRICA PETROLEUM, CORP",1
Franklin XRP Trust,1
HOME CHOICE HOLDINGS INC,1
MSH ENTERTAINMENT CORP /CA/,1
American Housing REIT Inc.,1
UY Scuti Acquisition Corp.,1
CYTY CAPITAL SOLUTIONS INC,1
Cooper-Standard Automotive FHS Inc.,1
"Vitacost.com, Inc.",1
NorthernStar Natural Gas Inc.,1
WHITE CAP INDUSTRIES INC,1
"HOME FEDERAL BANCORP, INC. OF LOUISIANA/LA",1
"Thomas James Homes, Inc.",1
SOURCE PHOTONICS INC,1
LOGILITY INC,1
Investcorp Europe Acquisition Corp I,1
"Samba TV, Inc.",1
INFINITY PARTNERS LTD,1
Alkaid Acquisition Corp.,1
SIMCALA INC,1
Tango Supplies Inc.,1
ATEL CAPITAL EQUIPMENT FUND IX LLC,1
ENDOCARE INC,1
IMPRESSE CORP,1
AUTOCAM INTERNATIONAL LTD,1
YuMe Inc,1
HORNBECK OFFSHORE SERVICES INC /LA,1
PEOPLES COMMUNITY BANCORP INC /MD/,1
THERMAL DYNAMICS CORP,1
MagnaChip Semiconductor S.A.,1
FIRST FEDERAL BANKSHARES INC,1
DryerTech Industries Ltd.,1
"WALKING CO HOLDINGS, INC.",1
Helpful Alliance Co,1
HTI MEMORIAL HOSPITAL CORP,1
Raycliff Acquisition Corp,1
FoxWayne Enterprises Acquisition Corp.,1
Keen Vision Acquisition Corp.,1
"Westbury Bancorp, Inc.",1
MERCER FORGE CORP,1
MVC Acquisition Corp.,1
ACS OF FAIRBANKS INC,1
"ENTERPRISE ENERGY, INC.",1
RENOVARO INC.,1
Nalco International Holdings LLC,1
Outbrain Inc.,1
DFP HOLDINGS Ltd,1
"VIGILANT DIVERSIFIED HOLDINGS, INC./NV",1
H&E EQUIPMENT SERVICES LLC,1
WESTERN UNITED HOLDING CO,1
"MV Portfolios, Inc.",1
"BioAge Labs, Inc.",1
ALTAVISTA INTERNET SOFTWARE INC,1
"Acrivon Therapeutics, Inc.",1
HEALTHWORLD CORP,1
"Praetorian Property, Inc.",1
NP Texas LLC,1
"Madison Enterprises Group, Inc.",1
"DESTINY CORPORATE ENTERPRISES, INC.",1
CLARIA CORP,1
"US-TH ENERGY SCIENCE & TECHNOLOGY INT'L, INC.",1
DF SPECIAL HOLDINGS CORP,1
VECAST INC,1
"POWERDYNE INTERNATIONAL, INC.",1
"Next Graphite, Inc.",1
VHS ACQUISITION SUBSIDIARY NUMBER 8 INC,1
"Carbon Conversion Group, Inc.",1
ZW Data Action Technologies Inc.,1
GREAT LAKES AVIATION LTD,1
FARM FRESH FOODS INC,1
CONTROL DELIVERY SYSTEMS INC/MA,1
SYVA CO,1
X-Treme Investments Inc.,1
VESTCOM INTERNATIONAL INC,1
CONSUMERS BANCORP INC /OH/,1
RYDER FUNDING LP,1
CRL NETWORK SERVICES INC,1
TransTech Services Partners Inc.,1
"Fall River Cinema, Inc.",1
HAHA GENERATION CORP.,1
Platform Acquisition Corp. International,1
EDIETS COM INC,1
Eagle Bulk Shipping Inc.,1
"TRIDENT MEDICAL CENTER, LLC",1
Sports Entertainment Acquisition Corp.,1
"J.W. Riker - Northern R.I., Inc.",1
"MyCause Beverages, Inc.",1
Gen 2 Technologies Inc.,1
China PharmaHub Corp.,1
aVINCI MEDIA CORP,1
PHYSICIAN HEALTH CORP,1
MERIDIAN INTERSTATE BANCORP INC,1
VanEck Solana Trust,1
Ideal Power Inc.,1
SLE PRODUCTIONS INC,1
Garrett Motion Inc.,1
WOODLAND CRYOGENICS CO,1
"MetroCity Bankshares, Inc.",1
"GULF RESOURCES, INC.",1
Cynk Technology Corp.,1
"Provision Holding, Inc.",1
SKYAUCTION COM INC,1
RETAIL OPPORTUNITY INVESTMENTS CORP,1
WEBMETHODS INC,1
Senior Connect Acquisition Corp. I,1
"EMULATE THERAPEUTICS, INC.",1
Triller Corp.,1
"Loop Industries, Inc.",1
"EXCO Partners, LP",1
COLORADO BUSINESS BANKSHARES CAPITAL TRUST I,1
ATWOOD OCEANICS LLC,1
OCULEX PHARMACEUTICALS INC /,1
PHP Ventures Acquisition Corp.,1
"Rowl, Inc.",1
INFLOW INC,1
"CastleRock Security Holdings, Inc.",1
INX Inc,1
"ZENERGY BRANDS, INC.",1
VIDA FLaSH Acquisitions,1
VLOV INC.,1
Ecoemissions Solutions Inc.,1
DULUTH HOLDINGS INC.,1
CANTOR GROUP INC,1
REAL MEDIA INC,1
"Phosphate Holdings, Inc.",1
IGX CORP/DE,1
ANTHRA PHARMACEUTICALS INC,1
"Weed Growth Fund, Inc.",1
"Vividion Therapeutics, Inc.",1
ZF TRW AUTOMOTIVE HOLDINGS CORP,1
Guru App Factory Corp,1
OPSWARE INC,1
JINHAO MOTOR Co,1
ALLIED RISER COMMUNICATIONS CORP,1
EBENX INC,1
ZOMAX INC /MN/,1
"AMC ITD, LLC",1
"Medytox Solutions, Inc.",1
NATURAL NUTRITION GROUP INC,1
FREEMARKETS INC,1
"Ikena Oncology, Inc.",1
"interclick, inc.",1
Dellacorte Acquisition Corp.,1
MeiraGTx Holdings plc,1
DURA PHARMACEUTICALS INC,1
"ARAMARK Construction Services, Inc.",1
"MATCHES, INC.",1
TOLERRX INC,1
Healthcare Services Acquisition Corp,1
LOGICAL DESIGN SOLUTIONS INC,1
PCI OPERATING CO INC,1
"Bidz.com, Inc.",1
Newcourt Acquisition Corp,1
Delpen CORP,1
ACS MESSAGING INC,1
ALLADVANTAGE COM INC,1
Informatica Inc.,1
WORLDS MALL INC,1
"AIRO Group Holdings, Inc.",1
"Mission Produce, Inc.",1
TRAVELCENTERS OF AMERICA INC,1
FRANKLIN CREDIT HOLDING CORP/DE/,1
ENSCO DEEPWATER USA II LLC,1
Marquee Holdings Inc.,1
BENTLEY PHARMACEUTICALS INC,1
CORPORATE SECURITY CONSULTANTS INC,1
FIRST COMMUNITY BANK CORP OF AMERICA,1
"Synthorx, Inc.",1
"Werewolf Therapeutics, Inc.",1
"MAP Pharmaceuticals, Inc.",1
Luminant Generation Co LLC,1
LAMONTS APPAREL INC,1
"POTASH AMERICA, INC.",1
Invesco Galaxy Ethereum ETF,1
Sterling Mining CO,1
Nuveen Commodities Income & Growth Master Fund LLC,1
DLI Holding Corp.,1
RARE ELEMENT RESOURCES LTD,1
VARIAGENICS INC,1
USHG Acquisition Corp.,1
"Adgero Biopharmaceuticals Holdings, Inc.",1
Gulf Coast Ultra Deep Royalty Trust,1
EVEREN CAPITAL CORP,1
"Ideal Restaurant Group, Inc.",1
SOLARSA INC,1
Arcade Acquisition Corp.,1
SERENA SOFTWARE INC,1
Luca Technologies Inc,1
Greencity Acquisition Corp,1
Guaranty Bancorp,1
"Delta Entertainment Group, Inc.",1
CLAREMONT TECHNOLOGY GROUP INC,1
TXU Energy Retail Co LLC,1
DECISIONONE CORP /DE,1
MIRACOR DIAGNOSTICS INC,1
"Bay Hospital, Inc.",1
GOLDEN SKY DBS INC,1
FORWARD PROFIT INVESTING LLC,1
"Gulf West Security Network, Inc.",1
Vencore Holding Corp.,1
Bodhi Tree Biotechnology Inc,1
ALBECCA INC,1
RMH TELESERVICES INC,1
"IOTA COMMUNICATIONS, INC.",1
Helio Corp /FL/,1
Privacy & Value Inc.,1
"WILLOW FINANCIAL BANCORP, INC.",1
Orbis Corp,1
Phase Forward Inc,1
"SOUTHERN CHINA LIVESTOCK, INC.",1
PROTEINSIMPLE,1
Andeavor Midstream Partners LP,1
LEO HOLDINGS V CORP,1
"Ultimax Digital, Inc.",1
Longview Acquisition Corp. II,1
COMMUNITY BANCSHARES OF WEST GEORGIA INC,1
ALPHATIME ACQUISITION CORP,1
Ascendant Digital Acquisition Corp. III,1
Rowan N-Class (Gibraltar) Ltd,1
"SOUPMAN, INC.",1
PIEDMONT MANAGEMENT CO INC,1
"LUCENT PHARMA, INC.",1
"Nexus Enterprise Solutions, Inc.",1
VYNE Therapeutics Inc.,1
Zevia PBC,1
WIRED VENTURES INC,1
RELIABILITY INC,1
ROSETTA INPHARMATICS INC,1
ANADYS PHARMACEUTICALS INC,1
AUTO STAR INC,1
"Intapp, Inc.",1
"Aspire Biopharma Holdings, Inc.",1
Vado Corp.,1
FRONTIER CITY PROPERTIES INC,1
10SION Holdings Inc.,1
WATERMARK PHYSICIAN SERVICES INC,1
"Yungasi, Inc.",1
CYBER DIALOGUE INC,1
"Active Health Foods, Inc.",1
Formula Acquisition Corp.,1
COHR INC,1
"Cantor Equity Partners I, Inc.",1
U S MEDICAL INSTRUMENTS INC,1
Noble Services Co LLC,1
INTERNETCONNECT INC,1
"EXTREME BIODIESEL, INC.",1
MICROTUNE INC,1
Greenbrier Petroleum Corp,1
"Loews Deauville North Cinemas, Inc.",1
METRIS COMPANIES INC,1
GEENIUS INC,1
Measurement Specialties Inc,1
AIFEEX NEXUS ACQUISITION CORP.,1
WEBVAN GROUP INC,1
BINGHAM FINANCIAL SERVICES CORP,1
SENSUS DRUG DEVELOPMENT CORP,1
REEVES HOLDINGS INC,1
China Mining Resources Holdings LTD,1
BEVERLY NATIONAL CORP,1
POLANER INC,1
ECM ENERGY SERVICES INC,1
"Free Flow USA, Inc.",1
G3 VRM Acquisition Corp.,1
1.12 Acquisition Corp,1
"Shaser, Inc",1
COMMERCIAL CAPITAL BANCORP INC,1
Offsite Docs Inc.,1
UMBRELLA BANCORP INC,1
REGAL ENTERTAINMENT GROUP,1
"TurnOnGreen, Inc.",1
STATIONDIGITAL CORP,1
XPONENTIAL INC,1
Endurance Acquisition Corp.,1
"ANVI GLOBAL HOLDINGS, INC.",1
HARRISON VICKERS & WATERMAN INC,1
LINC NET INC,1
New Beginnings Acquisition Corp. III,1
Gabelli Entertainment & Telecommunications Acquisition Corp.,1
CUBIC CORP /DE/,1
"CANO PETROLEUM, INC",1
PACIFIC ENERGY RESOURCES LTD,1
EKCO GROUP INC /DE/,1
SOUTH DAKOTA SOYBEAN PROCESSORS LLC,1
